County,Year,Date,Time_CST,Rating,Length,Width,Start Lat,Start Long,End Lat,End Long
Lamar,1982,5/24/1982,20:50:00,0,0.2,10,33.63,-95.57,33.63,-95.57
Navarro,1982,5/11/1982,19:00:00,1,0.1,10,32.1,-96.63,32.1,-96.63
Lamar,1982,4/2/1982,16:05:00,1,1,50,33.63,-95.58,33.63,-95.56
Lamar,1982,5/24/1982,19:15:00,0,0.1,10,33.67,-95.38,33.67,-95.38
Grayson,1982,6/15/1982,19:30:00,0,0.5,50,33.63,-96.53,33.63,-96.52
Wise,1982,5/12/1982,6:50:00,1,2,77,33.25,-97.58,33.27,-97.55
Grayson,1982,11/22/1982,16:10:00,1,2,50,33.5,-96.7,33.52,-96.68
Lamar,1982,5/24/1982,21:00:00,0,0.1,10,33.62,-95.73,33.62,-95.73
Wise,1982,6/2/1982,20:05:00,0,0.3,50,33.37,-97.68,33.37,-97.68
Mills,1982,5/12/1982,17:15:00,1,2,50,31.69,-98.53,31.7,-98.6
Fannin,1982,11/22/1982,18:50:00,1,5,50,33.65,-96.1,33.73,-96.07
Fannin,1982,4/25/1982,16:30:00,0,1,50,33.58,-96.17,33.58,-96.15
Fannin,1982,4/2/1982,15:25:00,2,1,50,33.65,-96.17,33.65,-96.15
Navarro,1982,5/11/1982,19:00:00,1,0.2,10,32.1,-96.63,32.1,-96.63
Fannin,1982,4/2/1982,15:20:00,3,22,150,33.63,-96.28,33.63,-95.85
Lamar,1982,4/2/1982,15:44:00,3,10,150,33.63,-95.85,33.63,-95.7
Lamar,1982,4/2/1982,16:00:00,4,18.4,250,33.65,-95.63,33.67,-95.31
Stephens,1982,5/27/1982,23:10:00,0,0.1,10,32.87,-98.65,32.87,-98.65
Eastland,1982,3/14/1982,3:15:00,1,2.5,100,32.14,-99.12,32.15,-99.08
Eastland,1982,5/27/1982,23:43:00,0,0.5,10,32.48,-98.58,32.48,-98.57
Mills,1982,5/12/1982,16:42:00,2,10,100,31.55,-98.54,31.69,-98.56
Denton,1982,5/11/1982,20:20:00,1,1.38,50,32.99,-96.95,33,-96.93
Dallas,1982,5/11/1982,20:15:00,1,3,50,32.95,-97.03,32.99,-96.95
Grayson,1982,11/22/1982,16:25:00,1,6,73,33.48,-96.48,33.53,-96.47
Dallas,1982,4/16/1982,16:50:00,0,0.5,10,32.95,-97.02,32.95,-97.02
Parker,1982,5/12/1982,14:00:00,2,8,150,32.6,-97.83,32.67,-97.68
Parker,1982,5/12/1982,22:40:00,1,6,50,32.7,-97.98,32.78,-97.93
Parker,1982,5/12/1982,22:50:00,2,20,73,32.7,-98,32.97,-97.78
Hood,1982,5/12/1982,17:40:00,1,7,73,32.3,-97.93,32.38,-97.92
Dallas,1982,3/14/1982,7:25:00,1,2,100,32.62,-96.93,32.64,-96.91
Denton,1982,4/16/1982,16:37:00,0,1,77,33.08,-97.2,33.07,-97.19
Eastland,1983,6/3/1983,17:35:00,0,0.5,17,32.13,-98.93,32.13,-98.92
Tarrant,1983,6/3/1983,17:47:00,0,0.1,17,32.67,-97.42,32.67,-97.42
Eastland,1983,3/29/1983,21:05:00,0,0.5,33,32.3,-99.1,32.3,-99.09
Eastland,1983,3/3/1983,17:40:00,0,0.6,33,32.1,-98.97,32.09,-98.97
Parker,1983,6/3/1983,17:01:00,0,0.1,17,32.77,-97.78,32.77,-97.78
Young,1983,5/22/1983,19:30:00,1,0.2,33,33.08,-98.6,33.08,-98.6
Fannin,1983,6/28/1983,19:00:00,0,0.5,17,33.68,-96.24,33.68,-96.23
Comanche,1983,3/3/1983,19:40:00,1,0.5,33,31.73,-98.57,31.73,-98.56
Comanche,1983,6/3/1983,17:18:00,0,0.5,17,32,-98.8,32,-98.8
Grayson,1983,4/13/1983,8:30:00,0,0.1,20,33.6,-96.92,33.6,-96.92
Parker,1983,6/3/1983,17:40:00,0,0.1,17,32.82,-97.63,32.82,-97.63
Stephens,1983,6/3/1983,20:22:00,0,0.1,17,32.7,-99.02,32.7,-99.02
Ellis,1983,5/28/1983,13:40:00,1,0.5,17,32.47,-96.98,32.47,-96.97
Ellis,1983,11/22/1983,23:00:00,2,3,40,32.35,-96.68,32.35,-96.62
Navarro,1983,8/18/1983,14:00:00,2,2.5,33,32.1,-96.47,32.16,-96.47
Palo Pinto,1984,5/19/1984,17:20:00,0,0.3,100,32.75,-98.1,32.75,-98.1
Leon,1984,2/11/1984,17:35:00,2,1.5,100,31.023,-96.123,31.0358,-96.104
McLennan,1984,2/26/1984,7:10:00,1,0.5,30,31.65,-97.33,31.65,-97.33
Leon,1984,2/11/1984,18:00:00,2,0.5,100,31.25,-96.03,31.25,-96.02
Grayson,1984,4/20/1984,18:15:00,0,0.5,10,33.75,-96.42,33.75,-96.41
Anderson,1984,5/2/1984,15:30:00,0,0.5,10,31.88,-95.7,31.87,-95.69
Hunt,1984,2/26/1984,17:00:00,0,0.1,10,33.03,-96.19,33.03,-96.19
Anderson,1984,2/11/1984,19:20:00,2,1,100,31.75,-95.67,31.75,-95.68
Dallas,1984,12/13/1984,9:45:00,3,10,500,32.72,-96.63,32.88,-96.63
Dallas,1984,3/23/1984,16:45:00,1,0.8,40,32.77,-96.6,32.78,-96.59
Hopkins,1984,10/18/1984,18:50:00,1,1,30,33.1,-95.75,33.1,-95.73
Erath,1984,2/26/1984,4:00:00,1,0.3,30,32.07,-98.3,32.07,-98.29
Tarrant,1984,3/18/1984,17:13:00,0,1,30,32.84,-97.34,32.84,-97.34
Parker,1984,6/28/1984,18:15:00,0,0.1,50,32.9,-97.85,32.9,-97.85
Fannin,1984,4/20/1984,18:35:00,0,0.5,10,33.53,-96.22,33.53,-96.22
Hunt,1984,3/27/1984,17:15:00,0,1,40,33.27,-96.18,33.27,-96.15
Young,1984,4/7/1984,14:15:00,0,0.8,10,33.1,-98.55,33.1,-98.53
Comanche,1984,6/6/1984,3:15:00,0,0.2,33,31.9,-98.8,31.9,-98.8
Denton,1984,3/18/1984,16:03:00,0,1,30,33.15,-97.38,33.16,-97.37
Rockwall,1984,3/23/1984,17:20:00,0,0.5,30,32.93,-96.45,32.93,-96.45
Comanche,1984,6/5/1984,20:15:00,0,0.5,10,32.12,-98.65,32.12,-98.64
Collin,1984,3/27/1984,16:30:00,1,1,30,33.32,-96.78,33.32,-96.76
Hunt,1984,2/26/1984,17:15:00,0,0.1,10,33.08,-96.11,33.08,-96.11
Falls,1985,5/13/1985,13:47:00,0,0.5,30,31.07,-97.02,31.07,-97.01
Collin,1985,10/18/1985,9:30:00,2,2,150,33.13,-96.5,33.13,-96.47
Lamar,1985,5/20/1985,22:16:00,0,0.5,30,33.8,-95.82,33.8,-95.82
Lamar,1985,5/20/1985,20:30:00,0,0.5,30,33.73,-95.62,33.73,-95.62
Lamar,1985,5/13/1985,12:30:00,2,4,77,33.62,-95.58,33.67,-95.5
Stephens,1985,3/29/1985,16:35:00,0,0.5,30,32.75,-99,32.75,-99
Hood,1985,4/29/1985,15:33:00,0,0.1,10,32.42,-97.72,32.42,-97.72
Rockwall,1985,5/13/1985,11:00:00,0,0.5,30,32.92,-96.42,32.92,-96.42
Eastland,1985,5/12/1985,20:42:00,0,0.5,30,32.28,-98.68,32.28,-98.67
Hill,1985,10/17/1985,16:32:00,2,7,50,31.87,-97.07,31.97,-97.02
Limestone,1985,5/13/1985,14:15:00,0,0.5,30,31.5,-96.6,31.5,-96.6
Eastland,1985,4/27/1985,17:32:00,0,0.5,30,32.27,-98.62,32.27,-98.61
Hunt,1985,5/13/1985,11:30:00,2,8,77,33.1,-96.1,33.22,-96.02
Young,1985,4/21/1985,17:47:00,3,1,400,33.269,-98.953,33.28,-98.95
Young,1985,4/21/1985,18:30:00,2,2.8,300,33.36,-98.94,33.4,-98.93
Bell,1985,5/13/1985,13:24:00,0,0.5,30,31.08,-97.47,31.08,-97.46
Johnson,1985,4/27/1985,17:12:00,0,0.5,30,32.4,-97.5,32.4,-97.5
Johnson,1985,4/27/1985,18:14:00,0,0.5,30,32.23,-97.5,32.23,-97.5
Parker,1985,5/11/1985,15:10:00,0,0.5,30,32.8,-97.83,32.8,-97.83
McLennan,1985,4/22/1985,16:05:00,0,0.5,30,31.67,-97.28,31.67,-97.28
Dallas,1985,5/13/1985,10:42:00,2,4.5,77,32.57,-96.84,32.63,-96.82
Comanche,1986,4/19/1986,13:45:00,0,0.2,10,32.12,-98.62,32.12,-98.61
Comanche,1986,5/8/1986,13:25:00,0,0.5,10,32.08,-98.83,32.08,-98.82
Stephens,1986,3/11/1986,15:30:00,0,1,30,32.8,-98.9,32.8,-98.9
McLennan,1986,5/17/1986,11:00:00,0,0.2,10,31.55,-96.95,31.55,-96.95
McLennan,1986,4/19/1986,15:30:00,1,0.2,10,31.77,-97.15,31.77,-97.15
Fannin,1986,6/4/1986,19:25:00,0,0.5,10,33.58,-96.18,33.58,-96.17
Fannin,1986,6/4/1986,19:45:00,0,0.5,10,33.63,-96.18,33.63,-96.17
Limestone,1986,4/19/1986,16:17:00,1,0.2,10,31.68,-96.57,31.68,-96.57
Fannin,1986,4/4/1986,17:30:00,0,0.5,10,33.58,-95.92,33.58,-95.91
Bell,1986,8/3/1986,14:00:00,0,0.5,10,31.1,-97.35,31.1,-97.34
Falls,1986,5/17/1986,10:55:00,0,0.5,10,31.3,-96.9,31.3,-96.8
Bell,1986,5/17/1986,9:45:00,1,0.2,10,31.13,-97.73,31.13,-97.73
Erath,1986,4/18/1986,19:00:00,0,0.5,10,32.18,-98.2,32.18,-98.1
Van Zandt,1986,4/4/1986,20:30:00,1,0.2,10,32.6,-95.87,32.6,-95.87
Ellis,1986,4/19/1986,14:45:00,1,1,10,32.3,-97.05,32.3,-97.03
Eastland,1986,3/11/1986,15:20:00,0,0.5,30,32.45,-98.82,32.45,-98.81
Montague,1986,5/14/1986,19:42:00,0,0.2,10,33.57,-97.88,33.57,-97.88
Hill,1986,4/19/1986,15:40:00,1,0.5,10,31.77,-96.92,31.77,-96.91
Fannin,1986,6/4/1986,19:20:00,0,0.5,10,33.58,-96.18,33.58,-96.17
Palo Pinto,1986,4/19/1986,11:38:00,0,0.2,10,32.75,-98.57,32.75,-98.57
Hopkins,1986,2/5/1986,15:15:00,1,0.5,30,33.1,-95.6,33.1,-95.6
Parker,1986,3/11/1986,17:08:00,2,9,40,32.77,-97.87,32.87,-97.8
Parker,1986,2/2/1986,21:40:00,2,10,100,32.65,-97.93,32.73,-97.87
Bosque,1987,6/2/1987,13:20:00,0,0.3,10,31.67,-97.48,31.67,-97.47
Falls,1987,6/3/1987,15:58:00,0,0.5,10,31.25,-97,31.25,-97.01
Collin,1987,3/17/1987,19:40:00,0,0.5,10,33.1,-96.68,33.1,-96.67
McLennan,1987,6/3/1987,15:42:00,0,0.2,10,31.48,-96.93,31.48,-96.93
Wise,1987,12/6/1987,11:45:00,1,0.2,10,33.07,-97.58,33.07,-97.58
Fannin,1987,6/23/1987,17:14:00,0,0.5,10,33.6,-95.95,33.6,-95.94
Leon,1987,11/15/1987,14:20:00,2,3,200,31.1,-95.97,31.15,-95.9
Leon,1987,7/22/1987,14:55:00,0,0.2,10,31.23,-95.95,31.23,-95.95
Lamar,1987,3/17/1987,1:45:00,0,0.2,10,33.52,-95.32,33.52,-95.32
Fannin,1987,6/23/1987,17:14:00,0,0.5,10,33.6,-95.92,33.6,-95.91
Fannin,1987,6/23/1987,17:14:00,0,0.5,10,33.6,-95.9,33.6,-95.89
Milam,1987,11/15/1987,12:30:00,2,4,500,30.69,-96.697,30.75,-96.68
Coryell,1987,6/2/1987,12:47:00,0,0.2,10,31.62,-97.87,31.62,-97.86
Cooke,1987,11/24/1987,17:30:00,1,0.5,10,33.47,-97.15,33.47,-97.14
Cooke,1987,11/24/1987,17:45:00,1,0.5,10,33.55,-97.15,33.56,-97.14
McLennan,1987,6/3/1987,15:40:00,0,0.2,10,31.42,-97.05,31.42,-97.05
Stephens,1987,9/11/1987,16:35:00,0,0.2,10,32.66,-99.03,32.66,-99.03
Falls,1987,6/3/1987,16:20:00,0,0.5,10,31.28,-97.07,31.28,-97.06
Dallas,1987,3/16/1987,13:40:00,0,0.2,10,32.77,-96.78,32.77,-96.78
Anderson,1987,12/6/1987,13:36:00,1,11.5,150,31.55,-95.58,31.72,-95.47
Hamilton,1987,5/27/1987,17:40:00,0,0.5,10,31.49,-98.15,31.49,-98.14
Hamilton,1987,5/27/1987,19:05:00,0,0.5,10,31.7,-98.02,31.7,-98.01
Bell,1987,11/15/1987,12:08:00,1,3,100,31.2,-97.48,31.23,-97.45
Palo Pinto,1987,5/28/1987,14:40:00,0,0.2,10,32.93,-98.33,32.93,-98.33
Palo Pinto,1987,5/28/1987,15:20:00,0,0.2,10,32.73,-98.1,32.73,-98.1
Anderson,1987,11/15/1987,15:03:00,3,10.5,250,31.6,-95.7,31.75,-95.63
Anderson,1987,3/17/1987,5:20:00,1,0.5,10,31.63,-95.37,31.63,-95.37
Somervell,1988,10/1/1988,16:17:00,0,0.2,10,32.28,-97.77,32.28,-97.77
Rains,1988,11/15/1988,17:14:00,1,0.2,10,32.92,-95.9,32.92,-95.9
Rains,1988,11/15/1988,17:19:00,1,0.2,10,32.97,-95.8,32.97,-95.8
Bell,1988,10/1/1988,18:59:00,1,1,73,31.22,-97.35,31.21,-97.34
Van Zandt,1988,11/25/1988,19:15:00,1,3,300,32.68,-95.82,32.7,-95.77
Erath,1988,9/29/1988,0:50:00,1,0.5,50,32.33,-98.2,32.33,-98.1
Coryell,1988,10/1/1988,18:10:00,1,0.2,10,31.43,-97.52,31.43,-97.51
Bosque,1988,9/17/1988,14:15:00,0,0.2,10,31.92,-97.68,31.92,-97.68
Montague,1988,10/1/1988,15:25:00,0,0.2,10,33.87,-97.82,33.87,-97.82
Eastland,1988,7/3/1988,11:28:00,1,0.5,10,32.08,-98.97,32.08,-98.97
Fannin,1988,4/5/1988,16:25:00,0,0.5,10,33.55,-95.97,33.55,-95.96
Fannin,1988,8/12/1988,12:50:00,1,0.5,10,33.62,-96.23,33.62,-96.22
Comanche,1988,6/2/1988,15:20:00,1,0.5,10,32.12,-98.47,32.12,-98.46
Anderson,1988,4/1/1988,16:35:00,1,4,100,31.57,-95.42,31.62,-95.35
Eastland,1988,4/29/1988,18:29:00,1,0.3,30,32.38,-98.95,32.38,-98.95
Bell,1989,1/25/1989,13:00:00,1,0.5,73,31.2,-97.3,31.2,-97.3
Milam,1989,6/7/1989,18:40:00,2,2.8,150,30.65,-96.84,30.644,-96.794
Eastland,1989,6/7/1989,14:20:00,0,3.25,10,32.09,-99.01,32.09,-98.98
Tarrant,1989,6/7/1989,15:00:00,1,0.2,10,32.93,-97.25,32.93,-97.25
Coryell,1989,5/17/1989,7:37:00,1,0.2,10,31.08,-97.91,31.08,-97.91
Eastland,1989,3/28/1989,19:05:00,0,0.5,10,32.38,-99,32.38,-98.99
Erath,1989,5/2/1989,19:15:00,1,0.2,10,32.08,-98.42,32.08,-98.42
Coryell,1989,5/17/1989,7:10:00,1,0.2,10,31.14,-97.82,31.14,-97.82
Van Zandt,1989,4/3/1989,21:58:00,1,2,50,32.7,-95.82,32.7,-95.78
Johnson,1989,5/16/1989,18:38:00,1,2.5,73,32.35,-97.44,32.37,-97.4
Wise,1989,6/7/1989,14:40:00,1,0.2,10,33.03,-97.47,33.03,-97.47
Hamilton,1989,6/7/1989,15:30:00,0,0.5,10,31.7,-98.12,31.7,-98.11
Hamilton,1989,5/2/1989,20:25:00,1,0.5,10,31.87,-98.12,31.87,-98.11
Hood,1989,5/4/1989,21:20:00,2,3.5,500,32.48,-97.87,32.45,-97.8
Hood,1989,5/16/1989,18:00:00,1,0.5,73,32.32,-97.73,32.32,-97.73
Hood,1989,5/4/1989,21:10:00,1,0.2,10,32.45,-97.9,32.45,-97.9
Henderson,1989,5/17/1989,9:05:00,1,0.5,10,32.13,-96.02,32.13,-96.01
Stephens,1989,3/28/1989,19:15:00,0,0.2,10,32.75,-98.98,32.75,-98.98
Hood,1989,5/16/1989,18:15:00,1,0.5,73,32.45,-97.8,32.45,-97.8
Hood,1989,6/7/1989,6:14:00,1,0.2,10,32.46,-97.72,32.46,-97.72
Anderson,1989,5/17/1989,7:30:00,1,0.5,10,32,-95.5,32,-95.5
Wise,1990,4/25/1990,16:50:00,1,0.2,10,33.17,-97.65,33.17,-97.65
Cooke,1990,4/15/1990,18:50:00,1,0.5,10,33.65,-97.47,33.65,-97.46
Limestone,1990,4/27/1990,16:45:00,2,16,880,31.67,-96.7,31.58,-96.41
Limestone,1990,4/27/1990,15:40:00,3,4,100,31.6,-96.5,31.63,-96.45
Limestone,1990,4/27/1990,15:40:00,1,0.2,10,31.77,-96.67,31.77,-96.67
Wise,1990,4/25/1990,17:05:00,2,0.2,10,33.25,-97.62,33.25,-97.62
Wise,1990,5/29/1990,23:15:00,1,0.2,10,33.2,-97.65,33.2,-97.65
Limestone,1990,4/27/1990,17:05:00,1,0.2,10,31.53,-96.42,31.53,-96.42
Palo Pinto,1990,4/5/1990,18:40:00,1,0.2,10,32.757,-98.066,32.757,-98.066
Parker,1990,4/5/1990,18:53:00,2,0.2,10,32.82,-97.97,32.82,-97.97
Young,1990,4/5/1990,16:00:00,1,0.2,10,33.27,-98.6,33.27,-98.6
Parker,1990,4/5/1990,18:47:00,2,0.2,10,32.83,-97.98,32.83,-97.98
Bosque,1990,5/2/1990,22:30:00,2,0.5,10,31.97,-97.57,31.97,-97.56
Dallas,1990,1/19/1990,11:30:00,2,0.8,50,32.92,-96.63,32.92,-96.62
Bell,1990,3/14/1990,9:45:00,3,9,50,31.07,-97.5,31.1,-97.35
Bosque,1990,4/27/1990,15:27:00,2,0.2,10,32.02,-97.5,32.02,-97.5
Bosque,1990,4/14/1990,3:50:00,1,1,440,31.95,-97.92,31.96,-97.91
Rains,1990,3/14/1990,12:05:00,2,4,50,32.87,-95.93,32.92,-95.88
Coryell,1990,4/5/1990,22:10:00,0,0.2,10,31.53,-97.68,31.53,-97.68
Hill,1990,3/14/1990,9:59:00,2,0.5,10,31.97,-97.13,31.97,-97.12
Hill,1990,4/27/1990,15:15:00,2,0.5,10,31.92,-96.8,31.92,-96.79
Parker,1990,4/5/1990,18:58:00,1,0.2,10,32.85,-97.8,32.85,-97.8
Parker,1990,4/25/1990,15:30:00,2,4,300,32.73,-97.85,32.78,-97.83
Tarrant,1990,4/5/1990,20:33:00,2,0.2,10,32.74,-97.46,32.74,-97.46
Parker,1990,4/25/1990,16:13:00,1,0.2,10,32.92,-97.7,32.92,-97.7
Comanche,1990,4/25/1990,18:55:00,1,1.66,50,31.98,-98.38,32,-98.37
Parker,1990,4/25/1990,15:44:00,4,10,880,32.78,-97.83,32.9,-97.75
McLennan,1990,5/20/1990,10:10:00,1,0.2,10,31.52,-97.2,31.52,-97.2
McLennan,1990,5/18/1990,15:25:00,2,0.2,10,31.65,-97.13,31.65,-97.13
Lamar,1990,5/3/1990,0:55:00,2,2,100,33.65,-95.59,33.66,-95.56
Hopkins,1990,4/5/1990,19:40:00,0,0.2,10,33.13,-95.7,33.13,-95.7
Leon,1990,4/27/1990,17:05:00,1,0.2,10,31.23,-96.27,31.23,-96.27
McLennan,1990,2/1/1990,17:23:00,1,0.2,10,31.55,-97.15,31.55,-97.15
Erath,1990,4/25/1990,17:27:00,2,2.4,50,32.1,-98.44,32.13,-98.42
Parker,1990,4/25/1990,21:55:00,1,0.2,10,32.67,-97.9,32.67,-97.9
Comanche,1990,4/25/1990,17:25:00,2,2.25,50,32.08,-98.47,32.1,-98.44
Anderson,1990,4/27/1990,17:30:00,1,0.5,10,31.95,-95.97,31.95,-95.97
Wise,1990,4/25/1990,16:20:00,2,5,100,33.07,-97.72,33.08,-97.67
Erath,1990,4/25/1990,18:57:00,1,1.25,50,32,-98.37,32.02,-98.37
Eastland,1990,4/5/1990,19:30:00,1,2,50,32.22,-98.67,32.22,-98.64
Erath,1990,4/25/1990,21:14:00,1,1,50,32.5,-98.17,32.51,-98.16
Palo Pinto,1990,4/25/1990,21:22:00,1,2.4,50,32.51,-98.16,32.55,-98.15
Navarro,1991,4/18/1991,17:42:00,0,0.2,10,32.07,-96.82,32.07,-96.82
Johnson,1991,4/12/1991,19:55:00,1,0.2,10,32.22,-97.43,32.22,-97.43
Somervell,1991,4/12/1991,16:40:00,2,2,100,32.28,-97.75,32.28,-97.72
Parker,1991,6/2/1991,9:50:00,0,0.2,10,32.67,-97.92,32.67,-97.92
Parker,1991,6/2/1991,10:18:00,0,0.2,10,32.82,-97.85,32.82,-97.85
Somervell,1991,4/12/1991,16:55:00,2,3,150,32.25,-97.75,32.25,-97.7
Johnson,1991,4/12/1991,18:51:00,2,0.2,10,32.28,-97.47,32.28,-97.47
Johnson,1991,4/12/1991,19:40:00,0,0.2,10,32.42,-97.48,32.42,-97.48
Johnson,1991,4/12/1991,18:05:00,2,1.5,300,32.23,-97.53,32.23,-97.5
Hamilton,1991,4/28/1991,11:27:00,1,0.5,10,31.57,-98.28,31.57,-98.27
Grayson,1991,4/28/1991,13:30:00,1,0.5,10,33.47,-96.38,33.47,-96.37
Mills,1991,4/13/1991,8:39:00,0,0.2,10,31.45,-98.57,31.45,-98.57
Hamilton,1991,4/28/1991,11:30:00,2,0.5,10,31.67,-98.12,31.67,-98.11
Anderson,1991,11/19/1991,11:30:00,1,0.5,10,31.63,-95.47,31.63,-95.47
Wise,1991,6/2/1991,11:20:00,0,0.2,10,33.02,-97.77,33.02,-97.77
Parker,1991,6/2/1991,10:25:00,0,0.2,10,32.73,-97.85,32.73,-97.85
Denton,1991,4/28/1991,12:33:00,2,0.5,77,33.17,-96.87,33.17,-96.86
Johnson,1991,4/12/1991,17:45:00,2,2,200,32.3,-97.6,32.3,-97.57
Hood,1991,6/2/1991,9:28:00,1,0.2,10,32.44,-97.82,32.44,-97.82
Ellis,1991,4/28/1991,13:10:00,0,0.2,10,32.48,-96.67,32.48,-96.66
Hunt,1992,5/11/1992,17:32:00,2,0.2,200,33.37,-96.08,33.37,-96.08
McLennan,1992,3/3/1992,16:40:00,1,0.2,50,31.38,-97.13,31.38,-97.13
Van Zandt,1992,5/11/1992,19:53:00,1,2,150,32.837,-95.966,32.826,-95.927
Hunt,1992,5/11/1992,17:40:00,1,0.1,10,33.38,-96.08,33.38,-96.08
Hunt,1992,5/11/1992,19:50:00,1,1.5,150,32.843,-95.987,32.837,-95.966
Rains,1992,5/11/1992,19:57:00,1,0.5,150,32.826,-95.927,32.824,-95.921
Hunt,1992,11/1/1992,1:25:00,0,0.2,10,32.98,-96.12,32.98,-96.12
Bell,1992,5/17/1992,18:30:00,0,0.5,10,30.93,-97.33,30.93,-97.32
Rains,1992,5/11/1992,20:29:00,0,0.1,10,32.77,-95.7,32.77,-95.7
Grayson,1992,11/23/1992,14:50:00,0,0.5,10,33.43,-96.62,33.43,-96.61
Fannin,1992,10/7/1992,17:35:00,1,0.5,80,33.6,-96.08,33.6,-96.07
Parker,1992,10/15/1992,16:52:00,1,0.1,10,32.72,-97.65,32.72,-97.65
Bell,1992,5/17/1992,18:46:00,0,0.5,10,30.9,-97.4,30.9,-97.39
Hopkins,1992,5/11/1992,20:00:00,2,4,400,33.05,-95.78,33.12,-95.63
Parker,1992,10/15/1992,16:46:00,0,0.1,10,32.77,-97.7,32.77,-97.7
Wise,1992,4/28/1992,19:05:00,0,0.1,10,33.12,-97.68,33.12,-97.68
Bell,1992,5/11/1992,18:15:00,1,1,200,31.2,-97.57,31.2,-97.56
Wise,1992,10/31/1992,18:40:00,0,0.1,10,33.23,-97.48,33.23,-97.48
Milam,1992,9/21/1992,18:40:00,1,0.2,40,30.82,-97.08,30.82,-97.08
Dallas,1992,10/7/1992,16:12:00,0,0.5,10,32.77,-96.78,32.77,-96.77
Van Zandt,1993,10/18/1993,17:20:00,1,1,100,32.82,-95.96,32.81,-95.95
Stephens,1993,9/13/1993,19:18:00,0,0.1,10,32.85,-98.77,32.85,-98.77
Stephens,1993,9/13/1993,19:40:00,0,2,100,32.76,-98.86,32.78,-98.84
Young,1993,5/8/1993,21:45:00,1,0.1,10,33.08,-98.88,33.08,-98.88
Montague,1993,5/8/1993,20:00:00,0,0.1,10,33.83,-97.53,33.83,-97.53
Montague,1993,5/8/1993,18:00:00,0,0.1,10,33.67,-97.53,33.67,-97.53
Navarro,1993,5/9/1993,13:45:00,0,0.1,10,32.08,-96.72,32.08,-96.72
Rains,1993,4/19/1993,19:20:00,0,0.1,10,32.83,-95.83,32.83,-95.83
Navarro,1993,5/9/1993,14:18:00,0,0.1,10,32.23,-96.53,32.23,-96.53
Parker,1993,10/17/1993,22:20:00,0,0.1,10,32.77,-97.98,32.77,-97.98
Tarrant,1993,9/13/1993,7:10:00,2,8,100,32.57,-97.23,32.7,-97.18
Tarrant,1993,9/13/1993,7:37:00,2,2,100,32.76,-97.1,32.79,-97.09
Tarrant,1993,9/13/1993,8:00:00,1,6,80,32.9,-97.34,32.97,-97.32
Montague,1993,5/8/1993,17:45:00,0,0.1,10,33.67,-97.62,33.67,-97.62
Rains,1993,10/18/1993,17:15:00,2,2,100,32.86,-95.75,32.85,-95.73
Johnson,1993,10/17/1993,23:00:00,0,0.1,10,32.4,-97.25,32.4,-97.25
Denton,1993,9/13/1993,9:45:00,0,0.5,10,33.27,-97.15,33.28,-97.15
Hill,1993,5/9/1993,13:51:00,0,0.5,10,32.08,-97.23,32.08,-97.23
Eastland,1993,6/16/1993,15:55:00,1,0.5,10,32.12,-99.08,32.12,-99.07
Cooke,1993,5/8/1993,20:00:00,1,0.5,10,33.63,-97.42,33.63,-97.41
Kaufman,1993,5/9/1993,13:10:00,0,0.1,10,32.72,-96.47,32.72,-96.47
Kaufman,1993,5/9/1993,13:15:00,0,0.1,10,32.7,-96.42,32.7,-96.42
Hunt,1993,5/9/1993,13:45:00,1,4.9,100,32.85,-96.297,32.9,-96.24
Kaufman,1993,5/9/1993,13:20:00,1,9.9,100,32.71,-96.45,32.814,-96.335
Rockwall,1993,5/9/1993,13:40:00,1,3.3,100,32.814,-96.335,32.85,-96.297
Hunt,1993,4/19/1993,19:20:00,0,0.1,10,32.88,-96.05,32.88,-96.05
Dallas,1993,5/9/1993,12:30:00,2,1.55,100,32.98,-96.6,32.98,-96.57
Lampasas,1993,10/18/1993,7:25:00,0,0.1,10,31.37,-98.22,31.37,-98.22
Collin,1993,5/9/1993,12:30:00,2,8.36,299,32.98,-96.57,33.1,-96.53
Ellis,1993,2/25/1993,4:14:00,1,0.5,333,32.52,-96.8,32.52,-96.7
Collin,1993,9/13/1993,10:10:00,0,0.5,10,33.35,-96.6,33.35,-96.59
Ellis,1993,5/9/1993,14:05:00,0,0.5,10,32.28,-96.97,32.28,-96.66
Ellis,1993,5/9/1993,14:25:00,1,0.5,10,32.27,-96.53,32.27,-96.52
Johnson,1993,5/9/1993,14:08:00,0,0.1,10,32.35,-97.18,32.35,-97.18
Hill,1993,5/9/1993,13:51:00,0,5,100,32.1,-97.2,32.17,-97.15
Kaufman,1993,10/18/1993,17:10:00,0,0.1,10,32.73,-96.28,32.73,-96.28
Hunt,1993,9/20/1993,15:30:00,0,0.1,10,33.07,-96.2,33.07,-96.2
Comanche,1993,10/12/1993,21:45:00,2,2,800,32.12,-98.62,31.86,-98.32
Hill,1993,5/9/1993,13:51:00,0,0.5,10,32.18,-97.35,32.19,-97.35
McLennan,1993,10/19/1993,19:15:00,0,0.1,10,31.52,-97.15,31.52,-97.15
McLennan,1993,10/17/1993,19:50:00,0,0.5,500,31.8,-97.1,31.8,-97.1
McLennan,1993,10/17/1993,19:25:00,1,0.5,500,31.8,-97.1,31.8,-97.1
McLennan,1993,9/13/1993,13:00:00,1,6,100,31.57,-97.05,31.62,-97.05
